name,path,versionBucket,kind,extension,size,sizeLabel,importCandidate,status,localPath,rawUrl,githubUrl,featureTags
MODULE1.BAS,25-30/decom/fatex3/MODULE1.BAS,AOL 2.5-3.0,Visual Basic module,.bas,85953,84 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/MODULE1.BAS,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/MODULE1.BAS,source/tutorial; all-in-one/prog suite
MODULE2.BAS,25-30/decom/fatex3/MODULE2.BAS,AOL 2.5-3.0,Visual Basic module,.bas,35255,34 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/MODULE2.BAS,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/MODULE2.BAS,source/tutorial; all-in-one/prog suite
MULTIMB.FRM,25-30/decom/fatex3/MULTIMB.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,6582,6.4 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/MULTIMB.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/MULTIMB.FRM,all-in-one/prog suite
MULTIPLE.FRM,25-30/decom/fatex3/MULTIPLE.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,13289,13 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/MULTIPLE.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/MULTIPLE.FRM,all-in-one/prog suite
NEWUSER.FRM,25-30/decom/fatex3/NEWUSER.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,6518,6.4 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/NEWUSER.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/NEWUSER.FRM,all-in-one/prog suite
OPTIONS.FRM,25-30/decom/fatex3/OPTIONS.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,7692,7.5 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/OPTIONS.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/OPTIONS.FRM,all-in-one/prog suite
PHISH.FRM,25-30/decom/fatex3/PHISH.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,29068,28 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/PHISH.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/PHISH.FRM,all-in-one/prog suite
PUNT.FRM,25-30/decom/fatex3/PUNT.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,9066,8.9 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/PUNT.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/PUNT.FRM,all-in-one/prog suite
PUNTER.FRM,25-30/decom/fatex3/PUNTER.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,4716,4.6 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/PUNTER.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/PUNTER.FRM,all-in-one/prog suite
PWAIT.FRM,25-30/decom/fatex3/PWAIT.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,2942,2.9 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/PWAIT.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/PWAIT.FRM,all-in-one/prog suite
REENTER.FRM,25-30/decom/fatex3/REENTER.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,7223,7.1 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/REENTER.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/REENTER.FRM,all-in-one/prog suite
ROLL.FRM,25-30/decom/fatex3/ROLL.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,11461,11 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/ROLL.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/ROLL.FRM,all-in-one/prog suite
ROOMRUN.FRM,25-30/decom/fatex3/ROOMRUN.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,9970,9.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/ROOMRUN.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/ROOMRUN.FRM,room/chat; all-in-one/prog suite
SAVEMAC.FRM,25-30/decom/fatex3/SAVEMAC.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,6119,6.0 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/SAVEMAC.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/SAVEMAC.FRM,all-in-one/prog suite
SCRAMBLE.FRM,25-30/decom/fatex3/SCRAMBLE.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,9437,9.2 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/SCRAMBLE.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/SCRAMBLE.FRM,all-in-one/prog suite
SCROLLOP.FRM,25-30/decom/fatex3/SCROLLOP.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,3991,3.9 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/SCROLLOP.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/SCROLLOP.FRM,macro; all-in-one/prog suite
SEARCH.FRM,25-30/decom/fatex3/SEARCH.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,5876,5.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/SEARCH.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/SEARCH.FRM,all-in-one/prog suite
SELFCHEC.FRM,25-30/decom/fatex3/SELFCHEC.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,683,683 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/SELFCHEC.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/SELFCHEC.FRM,all-in-one/prog suite
SERVER.FRM,25-30/decom/fatex3/SERVER.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,4493,4.4 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/SERVER.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/SERVER.FRM,mass mailer/server; all-in-one/prog suite
SET1.FRM,25-30/decom/fatex3/SET1.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,893,893 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/SET1.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/SET1.FRM,all-in-one/prog suite
SMARTBOT.FRM,25-30/decom/fatex3/SMARTBOT.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,5542,5.4 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/SMARTBOT.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/SMARTBOT.FRM,all-in-one/prog suite
SUGG.FRM,25-30/decom/fatex3/SUGG.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,8510,8.3 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/SUGG.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/SUGG.FRM,all-in-one/prog suite
TOS.FRM,25-30/decom/fatex3/TOS.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,27833,27 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/TOS.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/TOS.FRM,all-in-one/prog suite
UNLOAD.FRM,25-30/decom/fatex3/UNLOAD.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,6465,6.3 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/UNLOAD.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/UNLOAD.FRM,all-in-one/prog suite
VALID.FRM,25-30/decom/fatex3/VALID.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,8745,8.5 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/VALID.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/VALID.FRM,all-in-one/prog suite
VERIFY.FRM,25-30/decom/fatex3/VERIFY.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,5238,5.1 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/VERIFY.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/VERIFY.FRM,all-in-one/prog suite
VOTE.FRM,25-30/decom/fatex3/VOTE.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,9003,8.8 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/VOTE.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/VOTE.FRM,all-in-one/prog suite
WAREZRE.FRM,25-30/decom/fatex3/WAREZRE.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,9226,9.0 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/fatex3/WAREZRE.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/fatex3/WAREZRE.FRM,all-in-one/prog suite
BOT.FRM,25-30/decom/frost20mm/BOT.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,20820,20 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/BOT.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/BOT.FRM,all-in-one/prog suite
BOT.FRX,25-30/decom/frost20mm/BOT.FRX,AOL 2.5-3.0,Visual Basic project file,.frx,512,512 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/BOT.FRX,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/BOT.FRX,all-in-one/prog suite
BUST.FRM,25-30/decom/frost20mm/BUST.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,7867,7.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/BUST.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/BUST.FRM,all-in-one/prog suite
CMDIALOG.VBX,25-30/decom/frost20mm/CMDIALOG.VBX,AOL 2.5-3.0,runtime/control file,.vbx,18688,18 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/CMDIALOG.VBX,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/CMDIALOG.VBX,all-in-one/prog suite
DFX.htm,25-30/decom/frost20mm/DFX.htm,AOL 2.5-3.0,text/readme file,.htm,3837,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/DFX.htm,all-in-one/prog suite
FEDMM.FRM,25-30/decom/frost20mm/FEDMM.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,39065,38 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FEDMM.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FEDMM.FRM,all-in-one/prog suite
FEDMM.FRX,25-30/decom/frost20mm/FEDMM.FRX,AOL 2.5-3.0,Visual Basic project file,.frx,770,770 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FEDMM.FRX,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FEDMM.FRX,all-in-one/prog suite
FROST20.0,25-30/decom/frost20mm/FROST20.0,AOL 2.5-3.0,decom,.0,17524,17 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.0,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.0,all-in-one/prog suite
FROST20.1,25-30/decom/frost20mm/FROST20.1,AOL 2.5-3.0,decom,.1,13504,13 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.1,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.1,all-in-one/prog suite
FROST20.2,25-30/decom/frost20mm/FROST20.2,AOL 2.5-3.0,decom,.2,207,207 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.2,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.2,all-in-one/prog suite
FROST20.3,25-30/decom/frost20mm/FROST20.3,AOL 2.5-3.0,decom,.3,368,368 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.3,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.3,all-in-one/prog suite
FROST20.4,25-30/decom/frost20mm/FROST20.4,AOL 2.5-3.0,decom,.4,1309,1.3 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.4,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.4,all-in-one/prog suite
FROST20.5,25-30/decom/frost20mm/FROST20.5,AOL 2.5-3.0,decom,.5,141,141 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.5,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.5,all-in-one/prog suite
FROST20.6,25-30/decom/frost20mm/FROST20.6,AOL 2.5-3.0,decom,.6,227,227 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.6,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.6,all-in-one/prog suite
FROST20.7,25-30/decom/frost20mm/FROST20.7,AOL 2.5-3.0,decom,.7,789,789 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.7,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.7,all-in-one/prog suite
FROST20.8,25-30/decom/frost20mm/FROST20.8,AOL 2.5-3.0,decom,.8,252,252 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.8,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.8,all-in-one/prog suite
FROST20.9,25-30/decom/frost20mm/FROST20.9,AOL 2.5-3.0,decom,.9,94,94 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.9,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.9,all-in-one/prog suite
FROST20.A,25-30/decom/frost20mm/FROST20.A,AOL 2.5-3.0,decom,.a,79,79 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.A,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.A,all-in-one/prog suite
FROST20.B,25-30/decom/frost20mm/FROST20.B,AOL 2.5-3.0,decom,.b,173,173 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.B,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.B,all-in-one/prog suite
FROST20.MAK,25-30/decom/frost20mm/FROST20.MAK,AOL 2.5-3.0,decom,.mak,326,326 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.MAK,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/FROST20.MAK,all-in-one/prog suite
GREETZ.FRM,25-30/decom/frost20mm/GREETZ.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,8581,8.4 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/GREETZ.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/GREETZ.FRM,all-in-one/prog suite
LOADMM.FRM,25-30/decom/frost20mm/LOADMM.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,5020,4.9 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/LOADMM.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/LOADMM.FRM,all-in-one/prog suite
MAIN.TXT,25-30/decom/frost20mm/MAIN.TXT,AOL 2.5-3.0,text/readme file,.txt,2129,2.1 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/MAIN.TXT,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/MAIN.TXT,all-in-one/prog suite
MMOPTION.FRM,25-30/decom/frost20mm/MMOPTION.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,8529,8.3 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/MMOPTION.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/MMOPTION.FRM,all-in-one/prog suite
MMSELECT.FRM,25-30/decom/frost20mm/MMSELECT.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,4658,4.5 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/MMSELECT.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/MMSELECT.FRM,all-in-one/prog suite
MMSTATUS.FRM,25-30/decom/frost20mm/MMSTATUS.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,8025,7.8 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/MMSTATUS.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/MMSTATUS.FRM,all-in-one/prog suite
MODULE1.BAS,25-30/decom/frost20mm/MODULE1.BAS,AOL 2.5-3.0,Visual Basic module,.bas,74234,72 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/MODULE1.BAS,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/MODULE1.BAS,source/tutorial; all-in-one/prog suite
SAVEMM.FRM,25-30/decom/frost20mm/SAVEMM.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,4876,4.8 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/SAVEMM.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/SAVEMM.FRM,all-in-one/prog suite
THREED.VBX,25-30/decom/frost20mm/THREED.VBX,AOL 2.5-3.0,runtime/control file,.vbx,64432,63 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/THREED.VBX,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/THREED.VBX,all-in-one/prog suite
VBMSG.VBX,25-30/decom/frost20mm/VBMSG.VBX,AOL 2.5-3.0,runtime/control file,.vbx,24528,24 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/VBMSG.VBX,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/VBMSG.VBX,all-in-one/prog suite
WELCOME.FRM,25-30/decom/frost20mm/WELCOME.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,4402,4.3 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/frost20mm/WELCOME.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/frost20mm/WELCOME.FRM,all-in-one/prog suite
DFX.htm,25-30/decom/hazex/DFX.htm,AOL 2.5-3.0,text/readme file,.htm,3819,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/hazex/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/hazex/DFX.htm,all-in-one/prog suite
FORM1.BAS,25-30/decom/hazex/FORM1.BAS,AOL 2.5-3.0,Visual Basic module,.bas,315390,308 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/hazex/FORM1.BAS,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/hazex/FORM1.BAS,source/tutorial; all-in-one/prog suite
FORM1.FRM,25-30/decom/hazex/FORM1.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,334771,327 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/hazex/FORM1.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/hazex/FORM1.FRM,all-in-one/prog suite
FORM4.BAS,25-30/decom/hazex/FORM4.BAS,AOL 2.5-3.0,Visual Basic module,.bas,127,127 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/hazex/FORM4.BAS,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/hazex/FORM4.BAS,source/tutorial; all-in-one/prog suite
FORM4.FRM,25-30/decom/hazex/FORM4.FRM,AOL 2.5-3.0,Visual Basic project file,.frm,1032,1.0 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/hazex/FORM4.FRM,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/hazex/FORM4.FRM,all-in-one/prog suite
MODULE1.BAS,25-30/decom/hazex/MODULE1.BAS,AOL 2.5-3.0,Visual Basic module,.bas,63283,62 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/hazex/MODULE1.BAS,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/hazex/MODULE1.BAS,source/tutorial; all-in-one/prog suite
MODULE2.BAS,25-30/decom/hazex/MODULE2.BAS,AOL 2.5-3.0,Visual Basic module,.bas,10960,11 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/hazex/MODULE2.BAS,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/hazex/MODULE2.BAS,source/tutorial; all-in-one/prog suite
MODULE3.BAS,25-30/decom/hazex/MODULE3.BAS,AOL 2.5-3.0,Visual Basic module,.bas,19392,19 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/hazex/MODULE3.BAS,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/hazex/MODULE3.BAS,source/tutorial; all-in-one/prog suite
311.1,25-30/decom/nwn/311.1,AOL 2.5-3.0,decom,.1,96751,94 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/25-30/decom/nwn/311.1,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/25-30/decom/nwn/311.1,all-in-one/prog suite
